name,number,lw_ratio,shape_index,distance,normalized_distance,hue,saturation_mean,in_phase,cb_mean,compactness,elongation,eccentricity,roundness,solidity,type,actual
image-31-blob3,184,4.931063,1.393776,587,0.268981,75.913435,141.516881,0.024544,129.102927,0.4043,0.87013,2.206341,0.543269,0.71543,1,1
image-31-blob9,185,3.285166,1.126478,1071,0.493056,74.137236,27.087948,0.007774,128.119444,0.618934,1.875,2.038986,0.673707,0.956848,1,1
image-32-blob0,186,1.198119,0.988701,825,0.347685,74.441978,119.13743,0.014364,127.19928,0.803452,1.092784,1.118771,0.921261,0.969081,1,1
image-32-blob1,187,2.16982,1.854143,863,0.365278,82.315865,139.173952,0.024805,126.588813,0.228456,0.989547,1.536077,0.522522,0.682884,1,1
image-32-blob3,188,1.32784,1.537994,74,0,86.001729,172.930157,0.043027,122.669362,0.332032,0.869626,1.041796,0.745542,0.799438,0,0
image-33-blob0,189,2.212821,1.00691,834,0.418519,68.453523,149.528212,0.013343,130.33617,0.774655,0.744681,1.609889,0.846721,0.962441,1,1
image-33-blob1,190,1.323546,1.068703,838,0.42037,81.768123,55.285804,0.016745,125.387553,0.687664,1.030612,1.251125,0.85286,0.903418,1,1
image-33-blob3,191,2.680377,1.091973,817,0.410648,71.519338,105.922307,0.026578,130.146893,0.658668,0.75641,1.852711,0.770205,0.927494,1,1
image-33-blob4,192,2.242651,1.123476,806,0.405556,73.017321,124.319295,0.018454,128.722493,0.622246,0.658228,1.637339,0.746341,0.867075,1,1
image-33-blob5,193,1.267851,1.012739,745,0.377315,70.361011,144.759278,0.017374,128.093088,0.765764,1.129032,1.146507,0.85762,0.933182,1,1
image-33-blob6,194,1.743543,0.996104,727,0.368981,77.243145,83.578794,0.018722,124.303571,0.791554,0.736842,1.464694,0.831437,0.976953,1,1
image-33-blob7,195,2.434982,1.015346,736,0.373148,78.325393,106.050102,0.01514,124.76455,0.761836,0.964286,1.662288,0.832137,0.965533,1,1
image-33-blob8,196,4.47959,1.24538,726,0.368519,70.669646,126.951412,0.021412,129.85934,0.506391,0.492537,2.390412,0.613045,0.840071,1,1
image-33-blob9,197,2.435059,1.554137,776,0.391667,87.208219,127.127912,0.028241,125.029944,0.32517,0.864078,1.613972,0.622871,0.743311,1,1
image-33-blob12,198,3.332752,1.111525,664,0.339815,74.756704,105.787309,0.011913,128.247952,0.635698,0.891892,2.149208,0.749086,0.921065,1,1
image-33-blob15,199,2.26985,1.054206,736,0.308333,69.803358,168.355097,0.020936,128.675789,0.706706,1.52,1.642943,0.756897,0.928087,1,1
image-33-blob16,200,2.683179,1.033884,753,0.316204,74.790076,63.769045,0.010259,127.050505,0.734761,1.1,1.805766,0.794969,0.946299,1,1
image-33-blob17,201,1.197233,1.579274,70,0,86.598824,174.506769,0.04262,122.173587,0.314902,1.037901,1.08856,0.825744,0.87378,0,0
image-33-blob19,202,1.815023,1.00805,807,0.341204,68.863933,85.520968,0.01464,128.553846,0.772905,0.961538,1.371693,0.822844,0.969524,1,1
image-33-blob20,203,1.304986,0.953374,813,0.343981,77.370191,77.96726,0.013093,125.292735,0.864099,1.155556,1.170989,0.937081,0.979052,1,1
image-33-blob21,204,2.061,1.018411,818,0.346296,75.262932,35.946366,0.017131,127.366162,0.757257,0.818182,1.548593,0.848896,0.9549,1,1
image-33-blob22,205,1.56426,1.025815,854,0.362963,69.900585,74.884697,0.013287,127.790348,0.746365,1.146341,1.344656,0.801702,0.94128,1,1
image-34-blob0,206,5.324156,1.155513,986,0.466667,65.146733,86.084034,0.008072,130.681259,0.588221,0.395349,3.195217,0.61188,0.950041,1,1
image-34-blob1,207,2.556055,1.021872,965,0.456944,88.395592,107.578063,0.015804,122.406897,0.752136,0.725,1.783308,0.8038,0.965253,1,1
image-34-blob2,208,3.042518,1.147565,891,0.422685,72.964393,157.290725,0.059017,128.942315,0.596397,1.536585,2.093987,0.735324,0.903732,1,1
image-34-blob3,209,4.588446,1.112679,882,0.418519,79.415455,84.005105,0.013159,125.615278,0.634381,0.740741,2.397245,0.692585,0.951821,1,1
image-34-blob4,210,6.422438,1.199635,815,0.3875,77.336984,99.09418,0.014116,127.838782,0.545747,0.866667,2.974502,0.620834,0.932454,1,1
image-34-blob6,211,5.113652,1.383811,129,0.069907,92.776043,146.142468,0.012586,123.957897,0.410144,0.441441,2.647459,0.580455,0.808599,1,1
image-34-blob7,212,2.987749,1.112649,539,0.239352,111.289691,19.032653,0.012948,124.485472,0.634416,1.404762,1.856603,0.739834,0.929537,1,1
image-35-blob2,213,6.369768,1.169228,304,0.12963,102.466208,79.744853,0.015169,123.290276,0.574502,1.358974,3.073717,0.627423,0.942368,1,1
image-35-blob3,214,3.107265,1.568755,274,0.115741,95.562532,121.79136,0.020223,122.745876,0.319139,0.71223,1.913105,0.575747,0.721521,1,1
image-36-blob2,215,1.062025,1.434424,81,0,83.521228,175.571729,0.048392,123.412676,0.381711,1.008627,1.053425,0.833987,0.865833,0,0
image-37-blob0,216,1.943741,1.075175,862,0.430093,75.147527,108.990264,0.018307,126.675553,0.67941,1.04878,1.449644,0.774687,0.91719,1,1
image-37-blob1,217,6.687871,1.476475,830,0.415278,77.917327,137.529309,0.019718,126.554125,0.360278,2.425532,3.008634,0.507346,0.802613,1,1
image-37-blob3,218,2.154149,1.014241,803,0.402778,74.318305,110.027478,0.017083,125.752782,0.763498,0.735849,1.529539,0.817847,0.975824,1,1
image-37-blob11,219,5.715888,1.886863,301,0.17037,0,0,0,0,0.220602,2.224138,2.059778,0.43685,0.617388,1,0
image-39-blob0,220,2.20977,1.021494,994,0.492593,76.754146,106.143341,0.008904,124.645749,0.752694,0.730769,1.620735,0.848411,0.96959,1,1
image-39-blob1,221,1.915175,1.019009,953,0.473611,90.478423,92.490637,0.021937,118.851852,0.75637,1.421053,1.477884,0.869125,0.970685,1,1
image-39-blob2,222,3.169457,1.078728,750,0.37963,83.778657,104.072397,0.011643,122.55676,0.674941,0.506173,2.094153,0.773525,0.961989,1,1
image-39-blob3,223,3.119424,1.09156,704,0.358333,84.062398,101.009362,0.011869,123.232558,0.659166,0.877551,2.033899,0.768792,0.933021,1,1
image-39-blob4,224,3.596796,1.150932,687,0.350463,83.73661,51.180401,0.010153,125.45081,0.592912,0.75,2.221082,0.712916,0.90968,1,1
image-39-blob5,225,2.385431,1.054697,653,0.334722,72.751879,97.952348,0.008547,127.654429,0.706049,1.128205,1.713404,0.824592,0.944067,1,1
image-39-blob6,226,2.556827,1.052678,649,0.33287,88.155682,52.933668,0.012106,123.082841,0.708759,1.508475,1.817889,0.823659,0.970078,1,1
image-39-blob8,227,3.296068,1.057515,639,0.328241,90.054676,76.994432,0.017065,122.342991,0.702291,1.313725,2.080021,0.786409,0.966886,1,1
image-39-blob9,228,3.196179,1.066636,576,0.299074,81.952708,85,0.01092,124.044335,0.690331,0.828571,1.975555,0.761632,0.93653,1,1
image-39-blob10,229,2.634497,1.132491,556,0.289815,76.098237,134.566157,0.010321,125.612783,0.612379,0.565217,1.782868,0.725668,0.90841,1,1
image-39-blob11,230,2.183211,1.06849,520,0.273148,84.846495,46.540702,0.007542,124.756604,0.687937,1.132075,1.628301,0.819626,0.944333,1,1
image-39-blob12,231,3.961385,1.120133,524,0.275,88.084817,43.550802,0.008973,123.853989,0.625966,0.481481,2.368734,0.683515,0.929211,1,1
image-39-blob13,232,11.283594,1.546918,514,0.27037,86.069196,78.035309,0.016604,122.94359,0.328213,0.876923,4.285376,0.440032,0.745134,1,1
image-39-blob14,233,2.345198,1.006914,495,0.261574,98.325803,64.356704,0.018765,118.674099,0.77465,0.622642,1.747382,0.848229,0.973562,1,1
image-39-blob15,234,2.980937,1.057341,489,0.258796,91.658867,73.091133,0.015867,120.194503,0.702521,0.767442,1.992071,0.779422,0.962551,1,1
image-39-blob16,235,1.571031,1.006643,483,0.256019,80.598358,116.461681,0.015433,123.175769,0.775066,0.915254,1.316788,0.863191,0.962213,1,1
image-39-blob17,236,2.795678,1.074711,422,0.227778,90.256947,65.681631,0.014299,121.327475,0.679997,1.468085,1.936151,0.78114,0.943846,1,1
image-39-blob18,237,2.646963,1.059189,415,0.224537,89.799176,85.466456,0.016661,120.75666,0.700072,1.169014,1.811582,0.806558,0.968306,1,1
image-39-blob19,238,3.032031,1.465715,410,0.222222,88.590146,100.83099,0.026285,121.993769,0.365587,1.735294,1.861876,0.630317,0.772002,1,1
image-39-blob21,239,5.560847,1.440523,364,0.200926,81.202841,80.492268,0.017124,125.07613,0.378486,2.074627,2.479522,0.533131,0.763046,1,1
image-39-blob22,240,3.397233,1.078891,324,0.182407,95.926685,61.907407,0.011781,119.120051,0.674737,1.862069,2.15192,0.742978,0.972097,1,1
image-39-blob23,241,3.524408,1.124799,340,0.189815,89.912262,60.006643,0.016761,122.974368,0.620784,1.480519,2.272411,0.733827,0.955859,1,1
image-39-blob24,242,3.683979,1.095962,287,0.165278,96.579508,63.57619,0.014294,119.09931,0.653881,0.58,2.306785,0.724064,0.956008,1,1
image-39-blob25,243,4.667634,1.145218,275,0.159722,81.485605,153.458637,0.009799,120.662237,0.598844,0.488372,2.821773,0.657683,0.949963,1,1
image-39-blob27,244,1.306542,1.664688,133,0.029167,82.283248,176.615228,0.041128,124.073434,0.283416,1.112613,1.090752,0.742833,0.809979,0,0
