name,number,lw_ratio,shape_index,distance,normalized_distance,hue,saturation_mean,in_phase,cb_mean,compactness,elongation,eccentricity,roundness,solidity,type,actual
image-27-blob0,27,0.178862008,0.341631037,0.696828358,0.767981439,0.488959401,0.662534164,0.307815741,0.912054543,0.872655462,0.197136187,0.085882813,0.906990657,0.977047227,1,1
image-27-blob1,27,0.192269,0.678817051,0.646455224,0.726218097,0.536787098,0.581582791,0.499246717,0.930494148,0.134929022,0.291793459,0.103876155,0.410896369,0.433450609,1,1
image-28-blob9,28,0.122667358,0.426381168,0.019589552,0,0.532516043,0.713049007,0.842700069,0.907869389,0.518940987,0.304394424,0.02336032,0.859452928,0.858652804,0,0
image-28-blob11,28,0.171943762,0.341532492,0.5625,0.482598608,0.458534378,0.387119934,0.334492265,0.943084194,0.873225675,0.331183991,0.072324839,0.870067681,0.950868889,1,1
image-28-blob13,28,0.137517649,0.331335726,0.594216418,0.508894045,0.484647911,0.492624612,0.419236126,0.918051765,0.935005527,0.304715953,0.040777048,0.923409086,0.969704904,1,1
image-28-blob14,28,0.898076381,0.497020564,0.644589552,0.550657386,0.508658437,0.522466037,0.1760448,0.940152513,0.351466781,0.518836068,0.435317745,0.301634495,0.597702158,1,1
image-28-blob15,28,0.168181205,0.347177279,0.696828358,0.593967517,0.590190491,0.36133275,0.497953598,0.908327345,0.84134172,0.333980947,0.080118079,0.9222507,0.934554634,1,1
image-28-blob16,28,0.602143175,0.401109336,0.789179104,0.670533643,0.444619203,0.620679879,0.262140205,0.953233617,0.601380072,0.073321331,0.410643991,0.494324846,0.918068882,1,1
image-28-blob17,28,0.235680063,0.550597746,0.750932836,0.638824439,0.502854117,0.452676259,0.394502144,0.941401149,0.265045565,0.166279975,0.090540154,0.424855102,0.5521858,1,1
image-28-blob18,28,0.204103224,0.604422391,0.777052239,0.660479505,0.533111428,0.432461501,0.391643402,0.923909205,0.200320009,0.244949416,0.082158481,0.571375155,0.575171742,1,1
image-29-blob0,29,0.318620375,0.41147912,0.891791045,0.682907966,0.48607099,0.491602179,0.483024429,0.935546867,0.565712445,0.125192916,0.186820891,0.59841214,0.777958245,1,1
image-29-blob1,29,0.203011412,0.34857118,0.844216418,0.643464811,0.464014041,0.579319079,0.248667352,0.936232272,0.833705935,0.228398683,0.093008617,0.828296702,0.925382105,1,1
image-29-blob2,29,0.273624219,0.362385439,0.785447761,0.594740913,0.507506507,0.480152045,0.387372848,0.903547976,0.762731614,0.554443159,0.186813894,0.757637163,0.916757368,1,1
image-29-blob3,29,0.104105494,0.327908375,0.401119403,0.276102088,0.659567806,0.413509709,0.246960795,0.898893928,0.957076339,0.286471431,0,0.998190296,0.967606725,1,1
image-29-blob5,29,0.268313715,0.483643484,0.328358209,0.215777262,0.658026049,0.363975212,0.360495759,0.906928616,0.377644825,0.501945525,0.150606809,0.550370122,0.61581726,1,1
image-29-blob6,29,0.686265619,0.563837801,0.181902985,0.094354215,0.601739904,0.517840873,0.266288754,0.930652719,0.247392403,0.510095508,0.28845136,0.258913545,0.439669761,1,1
image-29-blob8,29,0.184366938,0.333345769,0.534514925,0.499613302,0.435188256,0.697124092,0.402180667,0.955767969,0.922377152,0.243300684,0.07355055,0.878894498,0.979026065,1,1
image-29-blob9,29,0.151984402,0.463471103,0.068097015,0,0.538081987,0.717929628,0.771838789,0.904878181,0.421489684,0.350516547,0.037206375,0.880612282,0.868905211,0,0
image-30-blob0,30,0.161518671,0.344750291,0.773320896,0.719257541,0.473564134,0.297511941,0.257292065,0.936962538,0.854858443,0.280397156,0.056789042,0.8677411,0.934803943,1,1
image-30-blob2,30,0.176454951,0.341367072,0.337686567,0.35808198,0.649675322,0.371548204,0.294624309,0.895334901,0.874183954,0.253642731,0.073385695,0.864553327,0.937163259,1,1
image-30-blob3,30,0.140355214,0.353608881,0.262126866,0.295436968,0.646673178,0.338408455,0.289207552,0.895611801,0.806858267,0.348407353,0.055295199,0.893344407,0.89869466,1,1
image-30-blob4,30,0.142041014,0.339480207,0.063432836,0.025522042,0.596257204,0.512351973,0.370489025,0.9000236,0.885213902,0.355759806,0.04722065,0.95046148,0.961135251,0,1
image-30-blob5,30,0.136809037,0.350274363,0.529850746,0.361175561,0.490703151,0.695143086,0.073881646,0.946863053,0.824499365,0.22948043,0.032336438,0.776682956,0.93499286,1,1
image-30-blob6,30,0.118804532,0.353158735,0.580223881,0.402938902,0.46851407,0.764358509,0.664814383,0.952114845,0.809210598,0.271668574,0.029131513,0.844471294,0.85587713,1,1
image-30-blob8,30,0.193516532,0.58934582,0.094216418,0,0.545189743,0.708373754,0.708214252,0.91379442,0.216675218,0.387806017,0.048589489,0.663477154,0.704111703,0,0
image-31-blob0,31,0.27134623,0.371708145,0.875,0.729311678,0.467886531,0.47872294,0.285651459,0.941201324,0.71924027,0.140923336,0.168947012,0.758156247,0.930911249,1,1
image-31-blob1,31,0.197516092,0.565981885,0.832089552,0.693735499,0.51714293,0.383428152,0.412968421,0.936308855,0.244649613,0.214953381,0.072244364,0.519431906,0.526289947,1,1
image-32-blob0,32,0.128610514,0.333395988,0.768656716,0.580046404,0.460765886,0.500009311,0.221477209,0.947401635,0.922064568,0.349812522,0.030546352,0.970791653,0.98147235,1,1
image-32-blob1,32,0.224514264,0.72016341,0.805037313,0.610208817,0.515786182,0.581912149,0.399471881,0.943826272,0.107020532,0.288974626,0.108290503,0.330265639,0.394437022,1,1
image-32-blob3,32,0.137016854,0.52527582,0.069029851,0,0.53614235,0.717242712,0.699828523,0.915307889,0.302600697,0.245438684,0.007081129,0.708230133,0.670436503,0,0
image-33-blob0,33,0.2374273,0.340163612,0.777985075,0.699149265,0.427285901,0.626816307,0.189946243,0.97050833,0.881197749,0.192688444,0.137383378,0.835385555,0.970016758,1,1
image-33-blob1,33,0.12346132,0.348466983,0.76119403,0.685228152,0.436989707,0.589071017,0.365908137,0.958467504,0.834273563,0.265867704,0.025221304,0.853244145,0.897608301,1,1
image-33-blob2,33,0.135743849,0.384613396,0.781716418,0.702242846,0.516527831,0.226494052,0.218875199,0.934102172,0.664175358,0.304086832,0.044511989,0.820270154,0.823393626,1,1
image-33-blob3,33,0.207142588,0.372128079,0.749067164,0.675174014,0.431158391,0.507570138,0.512884957,0.971205082,0.717357817,0.238193199,0.11388455,0.754051745,0.810411434,1,1
image-33-blob5,33,0.125678316,0.337892629,0.694962687,0.630317092,0.44086737,0.608628076,0.27032847,0.953413338,0.89463782,0.343991106,0.031467223,0.871421408,0.928306993,1,1
image-33-blob6,33,0.112233279,0.341062392,0.688432836,0.624903326,0.416586081,0.494091172,0.372471268,0.96855653,0.875952621,0.30770428,0.010749684,0.828756059,0.96067458,1,1
image-33-blob7,33,0.196170889,0.350842233,0.677238806,0.615622583,0.486790079,0.343909663,0.235394756,0.924263337,0.821459508,0.193151751,0.118872184,0.770122192,0.947243606,1,1
image-33-blob8,33,0.264159416,0.35565749,0.686567164,0.623356535,0.493237275,0.441818902,0.238149858,0.929621295,0.796265406,0.279722674,0.149459288,0.802824556,0.949443302,1,1
image-33-blob10,33,0.24806003,0.533046931,0.722947761,0.653518948,0.54496516,0.531083376,0.457785487,0.932630715,0.290504453,0.246833682,0.12367602,0.509799947,0.559958664,1,1
image-33-blob13,33,0.378045223,0.385160421,0.619402985,0.56767208,0.4708775,0.443081572,0.175019541,0.954940684,0.66196281,0.261580105,0.254678349,0.670354994,0.867855287,1,1
image-33-blob17,33,0.122767189,0.541973935,0.065298507,0,0.539992724,0.72442031,0.692796358,0.911655911,0.27724609,0.306373711,0.016880659,0.826426853,0.803163334,0,0
image-33-blob20,33,0.133914587,0.327791406,0.759328358,0.575406032,0.485680579,0.326589224,0.185492106,0.931785072,0.957841812,0.343991106,0.033906445,0.978250849,0.979172929,1,1
image-33-blob21,33,0.272304941,0.403432297,0.798507463,0.607888631,0.449717103,0.313755314,0.196456613,0.94922231,0.593150476,0.460108949,0.159492339,0.572597374,0.75719004,1,1
image-34-blob0,34,0.268836879,0.352058903,0.901119403,0.763341067,0.559770008,0.455176421,0.237054951,0.910018658,0.81499601,0.195843937,0.159016559,0.783461029,0.969356265,1,1
image-34-blob1,34,0.145591353,0.335497604,0.833955224,0.707656613,0.486127375,0.48626162,0.23956406,0.917800853,0.909108719,0.250574502,0.039857774,0.850845413,0.984511353,1,1
image-34-blob3,34,0.485246116,0.392406007,0.822761194,0.69837587,0.497536442,0.347039954,0.213769365,0.937319124,0.633523997,0.199792477,0.302431103,0.598864029,0.910493666,1,1
image-34-blob4,34,0.358699477,0.352131401,0.765858209,0.651198763,0.460711389,0.427904366,0.197053734,0.949501199,0.814612978,0.238972763,0.195512149,0.74758012,0.980074854,1,1
image-34-blob6,34,0.561270533,0.477267574,0.120335821,0.116009281,0.582578106,0.61494538,0.195804448,0.924395877,0.390903675,0.089233358,0.333480748,0.424879081,0.639964042,0,1
image-34-blob7,34,0.269878071,0.361248972,0.499067164,0.397525135,0.795386029,0.085632477,0.129189262,0.916482889,0.76826481,0.448155642,0.1486469,0.720601425,0.941080078,1,1
image-35-blob1,35,0.634000418,0.401766941,0.28358209,0.218870843,0.643597547,0.329560217,0.237188663,0.919009747,0.599035871,0.415441327,0.421431544,0.5243826,0.890208993,1,1
image-35-blob2,35,0.328463384,0.574959858,0.255597015,0.195668987,0.598295482,0.507184942,0.323433861,0.915781276,0.233495972,0.191419388,0.184250363,0.402267431,0.45096849,1,1
image-35-blob3,35,0.478164672,0.464786855,0.590485075,0.473317865,0.471190957,0.51006294,0.292623791,0.958609354,0.418454783,0.36106726,0.266114053,0.431322636,0.581575837,1,0
image-36-blob2,36,0.110738658,0.499632118,0.077425373,0,0.520824722,0.728224568,0.786331922,0.920931486,0.346599926,0.295600481,0.009314816,0.837348623,0.788388995,0,0
image-37-blob0,37,0.215112568,0.359937354,0.805037313,0.719257541,0.470530944,0.453149759,0.258708788,0.93912728,0.774716047,0.303008338,0.103157986,0.764608497,0.906964659,1,1
image-37-blob1,37,0.674208259,0.447796096,0.77891791,0.697602475,0.492761117,0.584790607,0.298096529,0.938575959,0.459728337,0.721332448,0.476943872,0.42879701,0.706740127,1,1
image-37-blob3,37,0.258811656,0.354830463,0.75,0.673627224,0.46770307,0.459040369,0.262546276,0.936766108,0.800519685,0.196216702,0.140544326,0.787335865,0.962803721,1,1
image-37-blob11,37,0.586079132,0.636758925,0.280783582,0.284609435,0,0,0,0,0.169077023,0.731737555,0.213418031,0.250572724,0.34852164,1,1
image-39-blob0,39,0.219806461,0.345446124,0.928171642,0.823665893,0.481670539,0.441479214,0.125179795,0.928105228,0.850953966,0.187292287,0.12149269,0.857570747,0.963079015,1,1
image-39-blob1,39,0.163488627,0.34149481,0.887126866,0.789636504,0.561260375,0.390861143,0.363017819,0.890841511,0.873443843,0.357962504,0.065210115,0.940331282,0.961431285,1,1
image-39-blob2,39,0.218596414,0.347807816,0.840485075,0.750966744,0.476469369,0.41372364,0.166291133,0.928220222,0.837876271,0.270350195,0.107888293,0.8087452,0.938688997,1,1
image-39-blob3,39,0.129020718,0.54573678,0.443097015,0.421500387,0.506598216,0.571855797,0.372881037,0.935411483,0.271851462,0.312894532,0.011924178,0.653412222,0.644305023,1,1
image-39-blob15,39,0.314048973,0.402276871,0.454291045,0.430781129,0,0,0,0,0.597226005,0.564803435,0.219067435,0.613861573,0.797411513,1,1
image-39-blob30,39,0.447506803,0.585608456,0.369402985,0.360402166,0,0,0,0,0.22092617,0.24070792,0.202640364,0.315464396,0.346502793,1,1
image-39-blob37,39,0.191048645,0.422781478,0.305970149,0.307811292,0,0,0,0,0.529787322,0.464890272,0.077616683,0.608027503,0.661497989,1,1
image-39-blob40,39,0.714653701,0.430191044,0.353544776,0.238979118,0.435673665,0.674146736,0.272062123,0.961879534,0.507756627,0.958732629,0.473145771,0.386332648,0.80694226,1,0
image-39-blob41,39,0.143777601,0.588640645,0.120335821,0.045630317,0.513992809,0.741948349,0.670983446,0.925003025,0.217471104,0.327972539,0.016838143,0.727903392,0.686302277,0,0
image-40-blob0,40,0.219806461,0.345446124,0.928171642,0.823665893,0.481670539,0.441479214,0.125179795,0.928105228,0.850953966,0.187292287,0.12149269,0.857570747,0.963079015,1,1
image-40-blob1,40,0.184621184,0.339826443,0.888992537,0.791183295,0.567778997,0.38403009,0.342393283,0.88507587,0.883176156,0.424878149,0.090072646,0.902041946,0.978796692,1,1
image-40-blob2,40,0.319881579,0.364646969,0.699626866,0.634184068,0.524745809,0.43514337,0.187063351,0.914161067,0.751874249,0.120271881,0.220930103,0.74754555,0.94663787,1,1
image-40-blob3,40,0.333164417,0.376133519,0.656716418,0.598607889,0.52949757,0.426591413,0.180909512,0.918209729,0.699718177,0.234215834,0.221394584,0.714935903,0.906259575,1,1
image-40-blob4,40,0.225681359,0.357550431,0.638992537,0.58391338,0.529836501,0.206994076,0.155367981,0.92888162,0.78663888,0.247937743,0.120676873,0.756729142,0.903154301,1,1
image-40-blob5,40,0.343817001,0.404986224,0.611007463,0.560711524,0.464258784,0.421677833,0.129702098,0.950832163,0.587724225,0.36448249,0.235985924,0.623199466,0.768928934,1,1
image-40-blob6,40,0.279113858,0.35973809,0.604477612,0.555297757,0.555351048,0.218539894,0.173183947,0.916194514,0.775702309,0.475207864,0.163870201,0.808395083,0.960663554,1,1
image-40-blob7,40,0.34935721,0.361332079,0.59608209,0.5483372,0.563472162,0.320864071,0.274094304,0.913021349,0.767858415,0.405264363,0.227380193,0.759084373,0.967317697,1,1
image-40-blob8,40,0.311372524,0.364765247,0.536380597,0.498839907,0.513911254,0.349474937,0.163101556,0.924903332,0.751311958,0.22948043,0.192167322,0.729306614,0.889462614,1,1
image-40-blob9,40,0.455881485,0.376521035,0.517723881,0.483372003,0.471295438,0.596645621,0.1258674,0.927669771,0.698041392,0.078673558,0.344076831,0.611175113,0.963836249,1,1
image-40-blob11,40,0.43326872,0.392111225,0.48880597,0.459396752,0.557384653,0.178846318,0.124864711,0.922417362,0.634650336,0.099670757,0.279789842,0.574608373,0.868459493,1,1
image-40-blob12,40,0.22096096,0.373330662,0.484141791,0.455529776,0.534607356,0.195430106,0.113833731,0.929254574,0.712002054,0.342966537,0.127456137,0.798015253,0.918009065,1,1
image-40-blob14,40,0.243881615,0.339021808,0.460820896,0.436194896,0.620446381,0.264867303,0.277414712,0.882026603,0.887921385,0.1521355,0.152209285,0.855202659,0.998272215,1,1
image-40-blob15,40,0.307778428,0.359312934,0.456156716,0.43232792,0.576210981,0.297829721,0.231056377,0.89455907,0.777812127,0.198843802,0.198034406,0.755846095,0.955370419,1,1
image-40-blob16,40,0.160508643,0.339126725,0.450559701,0.427687548,0.503575468,0.485002835,0.246070193,0.918669748,0.887300732,0.256294928,0.065164272,0.891109172,0.965335642,1,1
image-40-blob17,40,0.308056761,0.357435378,0.393656716,0.380510441,0.565295991,0.27278324,0.224587737,0.905006019,0.787219616,0.45298783,0.200313911,0.77544853,0.969716682,1,1
image-40-blob18,40,0.305777423,0.363243756,0.383395522,0.372003094,0.603705621,0.286156145,0.250204789,0.901381699,0.758587038,0.292762646,0.197046725,0.771442515,0.957944545,1,1
image-40-blob19,40,0.268660967,0.35237179,0.387126866,0.375096674,0.56192425,0.354716861,0.264574784,0.900324418,0.813344622,0.343269579,0.162660915,0.808085741,0.979502819,1,1
image-40-blob20,40,0.149313345,0.476938076,0.379664179,0.368909513,0.518068321,0.55621987,0.32008177,0.913212684,0.39160336,0.26517809,0.024835638,0.621648616,0.616917425,1,1
image-40-blob22,40,0.171471994,0.333362782,0.330223881,0.327919567,0.476289991,0.488752705,0.13182507,0.918775278,0.922271238,0.193838723,0.088253969,0.8934811,0.986229886,1,1
image-40-blob23,40,0.325163826,0.416469407,0.340485075,0.336426914,0.512816388,0.312483976,0.237816389,0.931990649,0.549489788,0.529989823,0.19596314,0.577885897,0.770907037,1,1
image-40-blob24,40,0.344126856,0.36185972,0.302238806,0.304717711,0.600227491,0.257829276,0.175686153,0.888590744,0.765284738,0.589534416,0.234360788,0.706085276,0.979727743,1,1
image-40-blob25,40,0.37227404,0.386634718,0.316231343,0.316318639,0.563765988,0.247451644,0.254179443,0.917258555,0.656046416,0.467343846,0.264415,0.67710819,0.949803863,1,1
image-40-blob26,40,0.390629997,0.378959022,0.267723881,0.276102088,0.60745909,0.261316049,0.20708111,0.88625724,0.6876099,0.143346304,0.272439961,0.639531172,0.928337215,1,1
image-40-blob27,40,0.45414321,0.381585646,0.256529851,0.266821346,0.509078077,0.639878844,0.157490354,0.899485615,0.676594278,0.117836196,0.352324651,0.596801471,0.946269779,1,1
image-40-blob28,40,0.714653701,0.430191044,0.353544776,0.238979118,0.435673665,0.674146736,0.272062123,0.961879534,0.507756627,0.958732629,0.473145771,0.386332648,0.80694226,1,1
image-40-blob29,40,0.143777601,0.588640645,0.120335821,0.045630317,0.513997492,0.741876025,0.671007185,0.925001552,0.217471104,0.327972539,0.016838143,0.727903392,0.686302277,0,0
